fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
8.9,0.35,0.4,3.6,0.11,12.0,24.0,99.549,3.23,0.7,12.0,7,1008
8.9,0.28,0.45,1.7,67,7.0,12.0,99.354,3.25,0.55,12.3,7,1010
8.9,0.32,0.31,2.0,8.800.000.000.000.000,12.0,19.0,9.957,3.17,0.55,10.4,6,1011
7.7,1.005,0.15,2.1,102,11.0,32.0,9.960.399.999.999.990,3.23,0.48,10.0,5,1012
7.5,0.71,0.0,1.6,92,22.0,31.0,99.635,3.38,0.58,10.0,6,1013
8.0,0.58,0.16,2.0,0.12,3.0,7.0,99.454,3.22,0.58,11.2,6,1014
8.9,0.38,0.4,2.2,68,12.0,28.0,9.948.600.000.000.000,3.27,0.75,12.6,7,1016
8.0,0.18,0.37,0.9,49,36.0,109.0,9.900.700.000.000.000,2.89,0.44,12.7,6,1018
7.0,0.5,0.14,1.8,78,10.0,23.0,99.636,3.53,0.61,10.4,5,1019
11.3,0.36,0.66,2.4,12.300.000.000.000.000,3.0,8.0,9.964.200.000.000.000,3.2,0.53,11.9,6,1020
11.3,0.36,0.66,2.4,12.300.000.000.000.000,3.0,8.0,9.964.200.000.000.000,3.2,0.53,11.9,6,1021
7.0,0.51,0.09,2.1,62,4.0,9.0,99.584,3.35,0.54,10.5,5,1022
8.2,0.32,0.42,2.3,98,3.0,9.0,9.950.600.000.000.000,3.27,0.55,12.3,6,1023
7.7,0.58,0.01,1.8,8.800.000.000.000.000,12.0,18.0,9.956.799.999.999.990,3.32,0.56,10.5,7,1024
8.6,0.83,0.0,2.8,95,17.0,43.0,9.982.200.000.000.000,3.33,0.6,10.4,6,1025
7.9,0.31,0.32,1.9,66,14.0,36.0,99.364,3.41,0.56,12.6,6,1026
6.4,795,0.0,2.2,65,28.0,52.0,9.937.799.999.999.990,3.49,0.52,11.6,5,1027
7.7,0.58,0.01,1.8,8.800.000.000.000.000,12.0,18.0,9.956.799.999.999.990,3.32,0.56,10.5,7,1029
8.1,0.82,0.0,4.1,95,5.0,14.0,99.854,3.36,0.53,9.6,5,1032
8.9,745,0.18,2.5,77,15.0,48.0,99.739,3.2,0.47,9.7,6,1034
10.1,0.37,0.34,2.4,85,5.0,17.0,9.968.299.999.999.990,3.17,0.65,10.6,7,1035
7.6,0.31,0.34,2.5,8.199.999.999.999.990,26.0,35.0,99.356,3.22,0.59,12.5,7,1036
8.7,0.41,0.41,6.2,78,25.0,42.0,9.953,3.24,0.77,12.6,7,1038
8.9,0.5,0.21,2.2,8.800.000.000.000.000,21.0,39.0,99.692,3.33,0.83,11.1,6,1039
6.9,0.49,0.19,1.7,79,13.0,26.0,9.954.700.000.000.000,3.38,0.64,9.8,6,1041
6.4,0.39,0.33,3.3,46,12.0,53.0,9.929.399.999.999.990,3.36,0.62,12.2,6,1044
6.9,0.44,0.0,1.4,0.07,32.0,38.0,9.943.799.999.999.990,3.32,0.58,11.4,6,1045
7.6,0.78,0.0,1.7,76,33.0,45.0,9.961.200.000.000.000,3.31,0.62,10.7,6,1046
7.1,0.43,0.17,1.8,8.199.999.999.999.990,27.0,51.0,99.634,3.49,0.64,10.4,5,1047
9.3,0.49,0.36,1.7,81,3.0,14.0,99.702,3.27,0.78,10.9,6,1048
9.3,0.5,0.36,1.8,84,6.0,17.0,9.970.399.999.999.990,3.27,0.77,10.8,6,1049
8.5,0.46,0.59,1.4,414,16.0,45.0,99.702,03.03,1.34,9.2,5,1051
5.6,605,0.05,2.4,73,19.0,25.0,9.925.799.999.999.990,3.56,0.55,12.9,5,1052
8.3,0.33,0.42,2.3,0.07,9.0,20.0,99.426,3.38,0.77,12.7,7,1053
8.2,0.64,0.27,2.0,95,5.0,77.0,9.974.700.000.000.000,3.13,0.62,9.1,6,1055
8.9,0.48,0.53,4.0,10.099.999.999.999.900,3.0,10.0,9.958.600.000.000.000,3.21,0.59,12.1,7,1056
7.6,0.42,0.25,3.9,10.400.000.000.000.000,28.0,90.0,99.784,3.15,0.57,9.1,5,1057
9.9,0.53,0.57,2.4,9.300.000.000.000.000,30.0,52.0,9.971,3.19,0.76,11.6,7,1058
8.9,0.48,0.53,4.0,10.099.999.999.999.900,3.0,10.0,9.958.600.000.000.000,3.21,0.59,12.1,7,1059
11.6,0.23,0.57,1.8,7.400.000.000.000.000,3.0,8.0,9.981,3.14,0.7,9.9,6,1060
9.1,0.4,0.5,1.8,71,7.0,16.0,9.946.200.000.000.000,3.21,0.69,12.5,8,1061
8.0,0.38,0.44,1.9,98,6.0,15.0,9.956,3.3,0.64,11.4,6,1062
10.2,0.29,0.65,2.4,75,6.0,17.0,99.565,3.22,0.63,11.8,6,1063
8.2,0.74,0.09,2.0,67,5.0,10.0,99.418,3.28,0.57,11.8,6,1064
7.7,0.61,0.18,2.4,83,6.0,20.0,9.963,3.29,0.6,10.2,6,1065
6.6,0.52,0.08,2.4,0.07,13.0,26.0,9.935.799.999.999.990,3.4,0.72,12.5,7,1066
11.1,0.31,0.53,2.2,0.06,3.0,10.0,99.572,03.02,0.83,10.9,7,1067
8.0,0.62,0.35,2.8,86,28.0,52.0,997,3.31,0.62,10.8,5,1069
9.3,0.33,0.45,1.5,57,19.0,37.0,99.498,3.18,0.89,11.1,7,1070
7.5,0.77,0.2,8.1,98,30.0,92.0,99.892,3.2,0.58,9.2,5,1071
8.0,0.62,0.33,2.7,8.800.000.000.000.000,16.0,37.0,9.972,3.31,0.58,10.7,6,1073
9.9,0.32,0.56,2.0,73,3.0,8.0,99.534,3.15,0.73,11.4,6,1076
8.6,0.37,0.65,6.4,0.08,3.0,8.0,9.981.700.000.000.000,3.27,0.58,11.0,5,1078
7.9,0.3,0.68,8.3,0.05,37.5,278.0,99.316,03.01,0.51,12.3,7,1079
7.9,0.3,0.68,8.3,0.05,37.5,289.0,99.316,03.01,0.51,12.3,7,1081
7.2,0.38,0.3,1.8,73,31.0,70.0,99.685,3.42,0.59,9.5,6,1082
8.7,0.42,0.45,2.4,7.200.000.000.000.000,32.0,59.0,9.961.700.000.000.000,3.33,0.77,12.0,6,1083
6.8,0.48,0.08,1.8,7.400.000.000.000.000,40.0,64.0,99.529,3.12,0.49,9.6,5,1085
8.5,0.34,0.4,4.7,55,3.0,9.0,9.973.799.999.999.990,3.38,0.66,11.6,7,1086
7.9,0.19,0.42,1.6,57,18.0,30.0,9.940.000.000.000.000,3.29,0.69,11.2,6,1087
11.6,0.41,0.54,1.5,95,22.0,41.0,99.735,03.02,0.76,9.9,7,1088
11.6,0.41,0.54,1.5,95,22.0,41.0,99.735,03.02,0.76,9.9,7,1089
10.0,0.26,0.54,1.9,83,42.0,74.0,99.451,2.98,0.63,11.8,8,1090
7.9,0.34,0.42,2.0,86,8.0,19.0,99.546,3.35,0.6,11.4,6,1091
7.0,0.54,0.09,2.0,81,10.0,16.0,99.479,3.43,0.59,11.5,6,1092
9.2,0.31,0.36,2.2,79,11.0,31.0,99.615,3.33,0.86,12.0,7,1093
6.6,725,0.09,5.5,11.699.999.999.999.900,9.0,17.0,99.655,3.35,0.49,10.8,6,1094
6.6,725,0.09,5.5,11.699.999.999.999.900,9.0,17.0,99.655,3.35,0.49,10.8,6,1096
8.6,0.52,0.38,1.5,96,5.0,18.0,99.666,3.2,0.52,9.4,5,1099
8.4,0.34,0.42,2.1,7.200.000.000.000.000,23.0,36.0,99.392,3.11,0.78,12.4,6,1100
7.4,0.49,0.27,2.1,71,14.0,25.0,9.938.799.999.999.990,3.35,0.63,12.0,6,1101
7.4,0.49,0.27,2.1,71,14.0,25.0,9.938.799.999.999.990,3.35,0.63,12.0,6,1103
8.0,0.48,0.34,2.2,73,16.0,25.0,9.936,3.28,0.66,12.4,6,1104
6.3,0.57,0.28,2.1,48,13.0,49.0,99.374,3.41,0.6,12.8,5,1105
9.1,0.3,0.41,2.0,68,10.0,24.0,99.523,3.27,0.85,11.7,7,1107
8.1,0.78,0.1,3.3,0.09,4.0,13.0,99.855,3.36,0.49,9.5,5,1108
10.8,0.47,0.43,2.1,171,27.0,66.0,9.982,3.17,0.76,10.8,6,1109
8.3,0.53,0.0,1.4,0.07,6.0,14.0,99.593,3.25,0.64,10.0,6,1110
5.4,0.42,0.27,2.0,92,23.0,55.0,99.471,3.78,0.64,12.3,7,1111
7.9,0.33,0.41,1.5,55.999.999.999.999.900,6.0,35.0,9.939.600.000.000.000,3.29,0.71,11.0,6,1112
5.0,0.4,0.5,4.3,46,29.0,80.0,9.902,3.49,0.66,13.6,6,1114
7.0,0.69,0.07,2.5,91,15.0,21.0,99.572,3.38,0.6,11.3,6,1115
7.0,0.69,0.07,2.5,91,15.0,21.0,99.572,3.38,0.6,11.3,6,1116
7.0,0.69,0.07,2.5,91,15.0,21.0,99.572,3.38,0.6,11.3,6,1117
7.1,0.39,0.12,2.1,65,14.0,24.0,9.925.200.000.000.000,3.3,0.53,13.3,6,1118
5.6,0.66,0.0,2.5,66,7.0,15.0,99.256,3.52,0.58,12.9,5,1119
7.9,0.54,0.34,2.5,76,8.0,17.0,99.235,3.2,0.72,13.1,8,1120
6.3,0.47,0.0,1.4,55,27.0,33.0,9.922,3.45,0.48,12.3,6,1122
8.8,0.24,0.35,1.7,55,13.0,27.0,9.939.399.999.999.990,3.14,0.59,11.3,7,1125
6.3,0.76,0.0,2.9,7.200.000.000.000.000,26.0,52.0,99.379,3.51,0.6,11.5,6,1127
10.0,0.43,0.33,2.7,95,28.0,89.0,9.984,3.22,0.68,10.0,5,1128
9.1,0.6,0.0,1.9,57.999.999.999.999.900,5.0,10.0,9.977,3.18,0.63,10.4,6,1130
7.4,0.36,0.34,1.8,75,18.0,38.0,9.933,3.38,0.88,13.6,7,1132
7.2,0.48,0.07,5.5,8.900.000.000.000.000,10.0,18.0,99.684,3.37,0.68,11.2,7,1133
8.5,0.28,0.35,1.7,61,6.0,15.0,99.524,3.3,0.74,11.8,7,1134
8.0,0.25,0.43,1.7,67,22.0,50.0,9.946,3.38,0.6,11.9,6,1135
10.4,0.52,0.45,2.0,0.08,6.0,13.0,99.774,3.22,0.76,11.4,6,1136
7.5,0.41,0.15,3.7,10.400.000.000.000.000,29.0,94.0,9.978.600.000.000.000,3.14,0.58,9.1,5,1138
8.2,0.51,0.24,2.0,79,16.0,86.0,99.764,3.34,0.64,9.5,6,1139
7.3,0.4,0.3,1.7,0.08,33.0,79.0,9.969,3.41,0.65,9.5,6,1140
8.2,0.38,0.32,2.5,0.08,24.0,71.0,99.624,3.27,0.85,11.0,6,1141
6.9,0.45,0.11,2.4,43,6.0,12.0,99.354,3.3,0.65,11.4,6,1142
7.0,0.22,0.3,1.8,65,16.0,20.0,99.672,3.61,0.82,10.0,6,1143
7.3,0.32,0.23,2.3,66,35.0,70.0,9.958.799.999.999.990,3.43,0.62,10.1,5,1144
8.2,0.2,0.43,2.5,76,31.0,51.0,99.672,3.53,0.81,10.4,6,1145
7.8,0.5,0.12,1.8,17.800.000.000.000.000,6.0,21.0,996,3.28,0.87,9.8,6,1146
10.0,0.41,0.45,6.2,71,6.0,14.0,99.702,3.21,0.49,11.8,7,1147
7.8,0.39,0.42,2.0,86,9.0,21.0,99.526,3.39,0.66,11.6,6,1148
10.0,0.35,0.47,2.0,61,6.0,11.0,99.585,3.23,0.52,12.0,6,1149
6.1,0.58,0.23,2.5,44.000.000.000.000.000,16.0,70.0,9.935.200.000.000.000,3.46,0.65,12.5,6,1151
8.3,0.6,0.25,2.2,11.800.000.000.000.000,9.0,38.0,99.616,3.15,0.53,9.8,5,1152
9.6,0.42,0.35,2.1,83,17.0,38.0,9.962.200.000.000.000,3.23,0.66,11.1,6,1153
8.3,0.6,0.25,2.2,11.800.000.000.000.000,9.0,38.0,99.616,3.15,0.53,9.8,5,1155
8.5,0.18,0.51,1.75,71,45.0,88.0,99.524,3.33,0.76,11.8,7,1156
5.1,0.51,0.18,2.1,42,16.0,101.0,9.924,3.46,0.87,12.9,7,1157
8.5,0.32,0.42,2.3,75,12.0,19.0,99.434,3.14,0.71,11.8,7,1162
9.0,785,0.24,1.7,78,10.0,21.0,99.692,3.29,0.67,10.0,5,1164
8.2,0.33,0.39,2.5,7.400.000.000.000.000,29.0,48.0,9.952.799.999.999.990,3.32,0.88,12.4,7,1167
6.5,0.34,0.27,2.8,67,8.0,44.0,99.384,3.21,0.56,12.0,6,1168
7.6,0.5,0.29,2.3,86,5.0,14.0,9.950.200.000.000.000,3.32,0.62,11.5,6,1169
9.2,0.36,0.34,1.6,62,5.0,12.0,9.966.700.000.000.000,3.2,0.67,10.5,6,1170
9.7,0.42,0.46,2.1,7.400.000.000.000.000,5.0,16.0,99.649,3.27,0.74,12.3,6,1172
7.6,0.36,0.31,1.7,79,26.0,65.0,99.716,3.46,0.62,9.5,6,1173
7.6,0.36,0.31,1.7,79,26.0,65.0,99.716,3.46,0.62,9.5,6,1174
6.5,0.61,0.0,2.2,95,48.0,59.0,99.541,3.61,0.7,11.5,6,1175
6.5,0.88,0.03,5.6,79,23.0,47.0,99.572,3.58,0.5,11.2,4,1176
5.6,915,0.0,2.1,40.999.999.999.999.900,17.0,78.0,99.346,3.68,0.73,11.4,5,1178
8.2,0.35,0.33,2.4,76,11.0,47.0,9.959.899.999.999.990,3.27,0.81,11.0,6,1179
9.8,0.39,0.43,1.65,68,5.0,11.0,9.947.799.999.999.990,3.19,0.46,11.4,5,1181
6.8,0.66,0.07,1.6,0.07,16.0,61.0,99.572,3.29,0.6,9.3,5,1183
6.7,0.64,0.23,2.1,0.08,11.0,119.0,9.953.799.999.999.990,3.36,0.7,10.9,5,1184
6.7,0.64,0.23,2.1,0.08,11.0,119.0,9.953.799.999.999.990,3.36,0.7,10.9,5,1188
8.8,955,0.05,1.8,75,5.0,19.0,99.616,3.3,0.44,9.6,4,1189
9.1,0.4,0.57,4.6,0.08,6.0,20.0,9.965.200.000.000.000,3.28,0.57,12.5,6,1190
6.5,885,0.0,2.3,166,6.0,12.0,99.551,3.56,0.51,10.8,5,1191
7.2,0.25,0.37,2.5,63,11.0,41.0,99.439,3.52,0.8,12.4,7,1192
7.0,745,0.12,1.8,114,15.0,64.0,9.958.799.999.999.990,3.22,0.59,9.5,6,1194
6.2,0.43,0.22,1.8,78,21.0,56.0,9.963.299.999.999.990,3.52,0.6,9.5,6,1195
7.7,0.57,0.21,1.5,69,4.0,9.0,9.945.799.999.999.990,3.16,0.54,9.8,6,1197
7.7,0.26,0.26,2.0,52.000.000.000.000.000,19.0,77.0,9.951,3.15,0.79,10.9,6,1198
7.9,0.58,0.23,2.3,76,23.0,94.0,9.968.600.000.000.000,3.21,0.58,9.5,6,1199
7.7,0.57,0.21,1.5,69,4.0,9.0,9.945.799.999.999.990,3.16,0.54,9.8,6,1200
7.9,0.34,0.36,1.9,65,5.0,10.0,99.419,3.27,0.54,11.2,7,1201
8.6,0.42,0.39,1.8,68,6.0,12.0,99.516,3.35,0.69,11.7,8,1202
9.9,0.74,0.19,5.8,111,33.0,76.0,9.987.799.999.999.990,3.14,0.55,9.4,5,1203
7.2,0.36,0.46,2.1,7.400.000.000.000.000,24.0,44.0,99.534,3.4,0.85,11.0,7,1204
7.2,0.36,0.46,2.1,7.400.000.000.000.000,24.0,44.0,99.534,3.4,0.85,11.0,7,1206
9.9,0.72,0.55,1.7,136,24.0,52.0,9.975.200.000.000.000,3.35,0.94,10.0,5,1207
7.2,0.36,0.46,2.1,7.400.000.000.000.000,24.0,44.0,99.534,3.4,0.85,11.0,7,1208
6.2,0.39,0.43,2.0,71,14.0,24.0,9.942.799.999.999.990,3.45,0.87,11.2,7,1209
6.8,0.65,0.02,2.1,78,8.0,15.0,99.498,3.35,0.62,10.4,6,1210
6.8,0.65,0.02,2.1,78,8.0,15.0,99.498,3.35,0.62,10.4,6,1212
10.2,0.33,0.46,1.9,81,6.0,9.0,9.962.799.999.999.990,3.1,0.48,10.4,6,1214
7.9,0.57,0.31,2.0,79,10.0,79.0,99.677,3.29,0.69,9.5,6,1216
9.0,0.39,0.4,1.3,44.000.000.000.000.000,25.0,50.0,9.947.799.999.999.990,3.2,0.83,10.9,6,1219
10.9,0.32,0.52,1.8,132,17.0,44.0,99.734,3.28,0.77,11.5,6,1220
10.9,0.32,0.52,1.8,132,17.0,44.0,99.734,3.28,0.77,11.5,6,1221
12.6,0.39,0.49,2.5,0.08,8.0,20.0,9.992,03.07,0.82,10.3,6,1224
9.2,0.46,0.23,2.6,91,18.0,77.0,9.992.200.000.000.000,3.15,0.51,9.4,5,1225
7.5,0.58,0.03,4.1,0.08,27.0,46.0,99.592,03.02,0.47,9.2,5,1226
9.0,0.58,0.25,2.0,10.400.000.000.000.000,8.0,21.0,99.769,3.27,0.72,9.6,5,1227
5.1,0.42,0.0,1.8,44.000.000.000.000.000,18.0,88.0,9.915.700.000.000.000,3.68,0.73,13.6,7,1228
7.6,0.43,0.29,2.1,75,19.0,66.0,99.718,3.4,0.64,9.5,5,1229
7.7,0.18,0.34,2.7,66,15.0,58.0,9.947,3.37,0.78,11.8,6,1230
7.8,815,0.01,2.6,7.400.000.000.000.000,48.0,90.0,99.621,3.38,0.62,10.8,5,1231
7.6,0.43,0.29,2.1,75,19.0,66.0,99.718,3.4,0.64,9.5,5,1232
7.1,0.75,0.01,2.2,59.000.000.000.000.000,11.0,18.0,9.924.200.000.000.000,3.39,0.4,12.8,6,1234
7.8,0.55,0.0,1.7,0.07,7.0,17.0,99.659,3.26,0.64,9.4,6,1236
7.1,0.75,0.01,2.2,59.000.000.000.000.000,11.0,18.0,9.924.200.000.000.000,3.39,0.4,12.8,6,1237
8.1,0.73,0.0,2.5,81,12.0,24.0,99.798,3.38,0.46,9.6,4,1238
6.5,0.67,0.0,4.3,57,11.0,20.0,9.948.799.999.999.990,3.45,0.56,11.8,4,1239
7.5,0.61,0.2,1.7,76,36.0,60.0,9.949.399.999.999.990,3.1,0.4,9.3,5,1240
8.3,0.56,0.22,2.4,8.199.999.999.999.990,10.0,86.0,9.983,3.37,0.62,9.5,5,1243
7.4,0.55,0.19,1.8,8.199.999.999.999.990,15.0,34.0,99.655,3.49,0.68,10.5,5,1245
7.4,0.74,0.07,1.7,86,15.0,48.0,9.950.200.000.000.000,3.12,0.48,10.0,5,1246
7.1,0.6,0.01,2.3,79,24.0,37.0,9.951.399.999.999.990,3.4,0.61,10.9,6,1250
7.5,0.58,0.14,2.2,77,27.0,60.0,9.963,3.28,0.59,9.8,5,1251
7.1,0.72,0.0,1.8,12.300.000.000.000.000,6.0,14.0,9.962.700.000.000.000,3.45,0.58,9.8,5,1252
7.9,0.66,0.0,1.4,96,6.0,13.0,99.569,3.43,0.58,9.5,5,1253
7.8,0.7,0.06,1.9,79,20.0,35.0,9.962.799.999.999.990,3.4,0.69,10.9,5,1254
7.5,0.59,0.22,1.8,8.199.999.999.999.990,43.0,60.0,9.949.899.999.999.990,3.1,0.42,9.2,5,1256
7.0,0.58,0.28,4.8,85,12.0,69.0,9.963.299.999.999.990,3.32,0.7,11.0,6,1257
6.8,0.64,0.0,2.7,12.300.000.000.000.000,15.0,33.0,9.953.799.999.999.990,3.44,0.63,11.3,6,1258
8.6,635,0.68,1.8,40.299.999.999.999.900,19.0,56.0,9.963.200.000.000.000,03.02,1.15,9.3,5,1260
6.3,01.02,0.0,2.0,83,17.0,24.0,9.943.700.000.000.000,3.59,0.55,11.2,4,1261
9.8,0.45,0.38,2.5,81,34.0,66.0,99.726,3.15,0.58,9.8,5,1262
8.5,0.37,0.32,1.8,66,26.0,51.0,99.456,3.38,0.72,11.8,6,1264
7.2,0.57,0.05,2.3,81,16.0,36.0,99.564,3.38,0.6,10.3,6,1265
7.2,0.57,0.05,2.3,81,16.0,36.0,99.564,3.38,0.6,10.3,6,1266
10.4,0.43,0.5,2.3,68,13.0,19.0,996,3.1,0.87,11.4,6,1267
6.9,0.41,0.31,2.0,79,21.0,51.0,9.966.799.999.999.990,3.47,0.55,9.5,6,1268
5.0,0.38,0.01,1.6,48,26.0,60.0,9.908.399.999.999.990,3.7,0.75,14.0,6,1270
7.3,0.44,0.2,1.6,49,24.0,64.0,9.935,3.38,0.57,11.7,6,1271
5.9,0.46,0.0,1.9,77,25.0,44.0,99.385,3.5,0.53,11.2,5,1272
7.5,0.58,0.2,2.0,73,34.0,44.0,9.949.399.999.999.990,3.1,0.43,9.3,5,1273
7.8,0.58,0.13,2.1,102,17.0,36.0,9.944,3.24,0.53,11.2,6,1274
8.0,715,0.22,2.3,75,13.0,81.0,9.968.799.999.999.990,3.24,0.54,9.5,6,1275
8.5,0.4,0.4,6.3,0.05,3.0,10.0,99.566,3.28,0.56,12.0,4,1276
7.0,0.69,0.0,1.9,114,3.0,10.0,99.636,3.35,0.6,9.7,6,1277
8.0,715,0.22,2.3,75,13.0,81.0,9.968.799.999.999.990,3.24,0.54,9.5,6,1278
9.8,0.3,0.39,1.7,62,3.0,9.0,9.948,3.14,0.57,11.5,7,1279
7.1,0.46,0.2,1.9,77,28.0,54.0,9.956,3.37,0.64,10.4,6,1280
7.1,0.46,0.2,1.9,77,28.0,54.0,9.956,3.37,0.64,10.4,6,1281
7.9,765,0.0,2.0,84,9.0,22.0,9.961.899.999.999.990,3.33,0.68,10.9,6,1282
8.7,0.63,0.28,2.7,96,17.0,69.0,99.734,3.26,0.63,10.2,6,1283
7.0,0.42,0.19,2.3,71,18.0,36.0,9.947.600.000.000.000,3.39,0.56,10.9,5,1284
11.3,0.37,0.5,1.8,0.09,20.0,47.0,99.734,3.15,0.57,10.5,5,1285
7.0,0.6,0.3,4.5,68,20.0,110.0,9.991.399.999.999.990,3.3,1.17,10.2,5,1288
7.0,0.6,0.3,4.5,68,20.0,110.0,9.991.399.999.999.990,3.3,1.17,10.2,5,1289
7.6,0.74,0.0,1.9,0.1,6.0,12.0,99.521,3.36,0.59,11.0,5,1290
8.2,635,0.1,2.1,73,25.0,60.0,9.963.799.999.999.990,3.29,0.75,10.9,6,1291
5.9,395,0.13,2.4,55.999.999.999.999.900,14.0,28.0,9.936.200.000.000.000,3.62,0.67,12.4,6,1292
6.6,0.63,0.0,4.3,9.300.000.000.000.000,51.0,77.5,9.955.799.999.999.990,3.2,0.45,9.5,5,1296
7.2,0.53,0.14,2.1,64,15.0,29.0,99.323,3.35,0.61,12.1,6,1297
5.7,0.6,0.0,1.4,63,11.0,18.0,9.919.100.000.000.000,3.45,0.56,12.2,6,1298
7.6,1.58,0.0,2.1,13.699.999.999.999.900,5.0,9.0,9.947.600.000.000.000,3.5,0.4,10.9,3,1299
5.2,645,0.0,2.15,0.08,15.0,28.0,99.444,3.78,0.61,12.5,6,1300
